SMILES,Density,Source,Confidence
*OC(=O)Oc1ccc(OC(=O)OC2CC3CC(*)CC(C2)O3)cc1,1.251,GREA,0.5
*OC(=O)OC1CC2CC(*)CC(C1)O2,1.31,GREA,0.5
*OC(=O)NC1CCC(CC2CCC(NC(=O)OC3CC4CC(*)CC(C3)O4)CC2)CC1,1.259,GREA,0.5
*C(=O)OC1CC2CC(OC(=O)N3CCN(*)CC3)CC(C1)O2,1.206,GREA,0.5
*OC(=O)Nc1ccc(Cc2ccc(NC(=O)OC3CC4CC(*)CC(C3)O4)cc2)cc1,1.33,GREA,0.5
*OC(=O)OCCOC(=O)c1ccc(C(=O)OCCOC(=O)OC2CC3CC(*)CC(C2)O3)cc1,1.18,GREA,0.5
*CC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O*)c(C)c4)cc3C)cc2)cc1,1.35,GREA,0.5
*CC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3c(C)cc(S(=O)(=O)c4cc(C)c(O*)c(C)c4)cc3C)cc2)cc1,1.27,GREA,0.5
*CC(O)COc1ccc(S(=O)(=O)c2ccc(O*)c(C)c2)cc1C,1.3,GREA,0.5
*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,1.274,GREA,0.5
*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3c(C)cc(C(C)(C)c4cc(C)c(O*)c(C)c4)cc3C)cc2)cc1,1.154,GREA,0.5
*CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O*)cc4)cc3)c(C)c2)cc1C,1.277,GREA,0.5
*CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(O*)c(C)c2)cc1C,1.13,GREA,0.5
*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,1.327,GREA,0.5
*Oc1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,1.403,GREA,0.5
*OC(*)CCl,1.804,GREA,0.5
*OC(*)C(Cl)Cl,2.072,GREA,0.5
*CCCCCCCC(=O)OC1COC(*)OC1,1.439,GREA,0.5
*CC(C[N-][N+]#N)(C[N-][N+]#N)CO*,1.29,GREA,0.5
*c1ccc(Oc2ccc(-c3cc(-c4ccc(Oc5ccc(-c6cc(*)nc7ccccc67)cc5)cc4)c4ccccc4n3)cc2)cc1,1.26,GREA,0.5
*OC1C(COCC)OC(*)C(OCC)C1OCC,1.15,GREA,0.5
*OC(F)(C(*)(F)F)C(F)(F)F,1.887,GREA,0.5
*c1ccc(-c2nnc(*)o2)cc1,1.54,GREA,0.5
*Oc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc(*)ccc7[nH]6)cc5c4c3)nc2c1,1.229208835,GREA,0.5
*OC(F)(F)C(F)(F)C(*)(F)F,1.856965198,GREA,0.5
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,1.2178915785000002,GREA,0.5
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,1.307,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,1.34,GREA,0.5
*Oc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,1.34,GREA,0.5
*Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,1.34,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(Oc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,1.34,GREA,0.5
*Oc1ccc2cc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)ccc2c1,1.34,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C(C)C)cc(C(C)(C)c4cc(C(C)C)c(*)c(C(C)C)c4)cc3C(C)C)cc2)cc1,1.05,GREA,0.5
*c1ccc2oc(-c3ccc(C(c4ccc(-c5nc6cc(C(*)(C(F)(F)F)C(F)(F)F)ccc6o5)cc4)(C(F)(F)F)C(F)(F)F)cc3)nc2c1,1.4205,GREA,0.5
*Oc1cccc(C(=O)c2ccc(*)cc2)c1,1.29,GREA,0.5
*CCOCCOCCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,1.25,GREA,0.5
*Oc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,1.396,GREA,0.5
*Oc1ccc(Oc2ccc(C(=O)C(=O)c3ccc(*)cc3)cc2)cc1,1.345,GREA,0.5
*CCCCCOc1ccc(CCc2ccc(O*)cc2C)cc1,1.35,GREA,0.5
*CCCCCCCOc1ccc(CCc2ccc(O*)cc2C)cc1,1.35,GREA,0.5
*CCCCCCCCCOc1ccc(CCc2ccc(O*)cc2C)cc1,1.35,GREA,0.5
*CCCCCCCCCCCOc1ccc(CCc2ccc(O*)cc2C)cc1,1.35,GREA,0.5
*Oc1cc(C)c(C(c2cc(C(C)C)c(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2C)c2ccccc2C(=O)O)cc1C(C)C,1.128,GREA,0.5
*Oc1ccc(NC(=O)c2ccc3cc(C(=O)Nc4ccc(Oc5ccc(C(c6ccc(*)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4)ccc3c2)cc1,1.63,GREA,0.5
*Oc1ccc(C(C)(C)c2ccc(Oc3nc(*)nc(OC)n3)cc2)cc1,1.048,GREA,0.5
*Oc1ccc(NC(=O)c2ccc(C(c3ccc(C(=O)O)c(C(=O)Nc4cc(*)ccc4N)c3)(C(F)(F)F)C(F)(F)F)cc2C(=O)O)c(N)c1,1.390608863,GREA,0.5
*CC(CS(C)(=O)=O)O*,1.442,GREA,0.5
*CC(CS(=O)(=O)CC)O*,1.361,GREA,0.5
*CC(CS(=O)(=O)CCC)O*,1.292,GREA,0.5
*CC(CS(=O)(=O)C(C)C)O*,1.291,GREA,0.5
*CC(CS(=O)(=O)CCCC)O*,1.265,GREA,0.5
*CC(CS(=O)(=O)CCCCC)O*,1.249,GREA,0.5
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,1.48,GREA,0.5
*CCCCCCCCCCOc1ccc(/N=C/c2ccc(/C=N/c3ccc(O*)cc3C)cc2)c(C)c1,1.144,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(*)c(C)c5)CCCCC4)cc3C)cc2)cc1,1.227,GREA,0.5
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(C)(C)c5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,1.166,GREA,0.5
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4ccc(C(C)(C)c5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.287,GREA,0.5
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(*)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,1.284,GREA,0.5
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(*)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.401,GREA,0.5
*OC1C(COC(C)=O)OC(*)C(OC(C)=O)C1OC(C)=O,1.160051503,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C45CC6CC(CC(c7ccc(*)cc7)(C6)C4)C5)cc3)cc2)cc1,1.238,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(*)cc5)C5CC6CC(C5)CC4C6)cc3)cc2)cc1,1.231,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C4CCC(C(C)(C)c5cc(C)c(*)c(C)c5)CC4C)cc3C)cc2)cc1,1.1,GREA,0.5
*Oc1ccc(SC(=O)Sc2ccc(*)cc2)cc1,1.2913106155,GREA,0.5
*Oc1ccc(SC(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)Sc4ccc(*)cc4)cc3)cc2)cc1,1.2347813605,GREA,0.5
*Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc(*)cc3)cc2)c1,1.345,GREA,0.5
*Oc1ccccc1Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,1.338,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(-c5ccc(S(=O)(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,1.345,GREA,0.5
*Oc1ccc(Oc2ccc(S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,1.322,GREA,0.5
*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,1.136,GREA,0.5
*Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(Oc4ccc(C(C)(C)c5ccc(*)cc5)cc4)cc3)cc(C(C)(C)C)c2)cc1,1.44,GREA,0.5
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1-c1ccccc1,1.17,GREA,0.5
*Oc1ccc(C2(c3ccc(Oc4ccc(C(=O)c5ccccc5-c5ccccc5C(=O)c5ccc(*)cc5)cc4)cc3)c3ccccc3-c3ccccc32)cc1,1.219,GREA,0.5
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4cccc(-c5cccc(C(=O)c6ccc(*)cc6)c5)c4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.334,GREA,0.5
*Oc1ccc(C2(c3ccc(Oc4ccc(C(=O)c5cccc(-c6cccc(C(=O)c7ccc(*)cc7)c6)c5)cc4)cc3)c3ccccc3-c3ccccc32)cc1,1.22,GREA,0.5
*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccccc4-c4ccccc4C(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,1.161,GREA,0.5
*Oc1ccc(C(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)c2ccccc12,1.121,GREA,0.5
*Oc1ccc(C(=O)c2ccc(Oc3ccc(C4(c5ccc(*)cc5)c5ccccc5-c5ccccc54)cc3)cc2)c2ccccc12,1.356,GREA,0.5
*Oc1cc(C(=O)c2ccccc2)c(Oc2ccc(*)cc2)cc1C(=O)c1ccccc1,1.294,GREA,0.5
*OC([2H])([2H])C(*)([2H])[2H],1.227,GREA,0.5
*c1sc(*)c2c1OCC(CCCCCC)O2,1.68,GREA,0.5
*/C=C/c1sc(*)c2c1OC(CCCCCC)CO2,1.24,GREA,0.5
*c1sc(*)c2c1OCCO2,1.69,GREA,0.5
*CCC(O*)(C(F)(F)F)C(F)(F)F,1.835,GREA,0.5
*COC1OC(*)C(O)C(O)C1O,0.98,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(I)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,1.4688712375000001,GREA,0.5
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4cc(C(=O)c5ccc(*)cc5)cc(C(C)(C)C)c4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.268,GREA,0.5
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4C)cc3)cc2)c(C)c1,1.291,GREA,0.5
*c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4cc(C)c(C5(*)OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C,1.23,GREA,0.5
*c1cc(C(C)C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4cc(C)c(C5(*)OC(=O)c6ccccc65)cc4C(C)C)cc3)cc2)cc1C,1.172,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3cc(C)c(C(c4cc(C(C)C)c(*)cc4C)c4ccccc4C(=O)O)cc3C(C)C)cc2)cc1,1.17,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)c4ccccc4C(=O)O)cc3)cc2)cc1,1.314,GREA,0.5
*Oc1ccccc1C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3Oc3nc(*)nc(N4CCOCC4)n3)cc2)cc1,1.19,GREA,0.5
*Oc1ccccc1C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccccc4Oc4nc(*)nc(N5CCOCC5)n4)cc3)CCCCC2)cc1,1.188,GREA,0.5
*Oc1ccccc1C(=O)Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccccc3Oc3nc(*)nc(N4CCOCC4)n3)cc2)cc1,1.294,GREA,0.5
*Oc1ccccc1C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccccc4Oc4nc(*)nc(N5CCOCC5)n4)cc3)OC(=O)c3ccccc32)cc1,1.233,GREA,0.5
*Oc1ccc(SSc2ccc(*)cc2)cc1,1.38,GREA,0.5
*Oc1c(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc5ccccc5c4Oc4nc(*)nc(N5CCCCC5)n4)cc3)cc2)ccc2ccccc12,1.155,GREA,0.5
*Oc1c(C(=O)Oc2ccc(C3(c4ccc(OC(=O)c5ccc6ccccc6c5Oc5nc(*)nc(N6CCCCC6)n5)cc4)CCCCC3)cc2)ccc2ccccc12,1.143,GREA,0.5
*Oc1c(C(=O)Oc2ccc(C3(c4ccc(OC(=O)c5ccc6ccccc6c5Oc5nc(*)nc(N6CCCCC6)n5)cc4)OC(=O)c4ccccc43)cc2)ccc2ccccc12,1.215,GREA,0.5
*Oc1c(C(=O)Oc2cccc3c2C(=O)c2cccc(OC(=O)c4ccc5ccccc5c4Oc4nc(*)nc(N5CCCCC5)n4)c2C3=O)ccc2ccccc12,1.176,GREA,0.5
*Oc1c(C(=O)Oc2ccc(OC(=O)c3ccc4ccccc4c3Oc3nc(*)nc(N4CCCCC4)n3)c3c2C(=O)c2ccccc2C3=O)ccc2ccccc12,1.172,GREA,0.5
*Oc1c(C(=O)Oc2cccc(OC(=O)c3ccc4ccccc4c3Oc3nc(*)nc(N4CCCCC4)n3)c2)ccc2ccccc12,1.191,GREA,0.5
*Oc1c(C(=O)Oc2ccc(OC(=O)c3ccc4ccccc4c3Oc3nc(*)nc(N4CCCCC4)n3)cc2)ccc2ccccc12,1.185,GREA,0.5
*Oc1c(C(=O)Oc2ccccc2OC(=O)c2ccc3ccccc3c2Oc2nc(*)nc(N3CCCCC3)n2)ccc2ccccc12,1.2,GREA,0.5
*Oc1c(C(=O)OCCOC(=O)c2ccc3ccccc3c2Oc2nc(*)nc(N3CCCCC3)n2)ccc2ccccc12,1.119,GREA,0.5
*Oc1c(C(=O)OCCOCCOC(=O)c2ccc3ccccc3c2Oc2nc(*)nc(N3CCCCC3)n2)ccc2ccccc12,1.124,GREA,0.5
*Oc1c(C(=O)OCCOCCOCCOC(=O)c2ccc3ccccc3c2Oc2nc(*)nc(N3CCCCC3)n2)ccc2ccccc12,1.127,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)c([Si](C)(C)C)c4)(C(F)(F)F)C(F)(F)F)cc3[Si](C)(C)C)cc2)cc1,1.25,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2[Si](C)(C)C)c([Si](C)(C)C)c1,1.27,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)c([Si](C)(C)C)c4)(C(F)(F)F)C(F)(F)F)cc3[Si](C)(C)C)cc2[Si](C)(C)C)c([Si](C)(C)C)c1,1.16,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(c4cc(C)c(*)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)cc2[Si](C)(C)C)c([Si](C)(C)C)c1,1.2,GREA,0.5
*C(F)(F)C1(*)OC(F)(F)C(F)(C(F)(F)F)O1,2.04,GREA,0.5
*Oc1ccccc1C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3Oc3nc(*)nc(N(CC)c4ccccc4)n3)cc2)cc1,1.15,GREA,0.5
*Oc1ccccc1C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccccc4Oc4nc(*)nc(N(CC)c5ccccc5)n4)cc3)OC(=O)c3ccccc32)cc1,1.21,GREA,0.5
*Oc1ccccc1C(=O)Oc1ccc(OC(=O)c2ccccc2Oc2nc(*)nc(N(CC)c3ccccc3)n2)c2c1C(=O)c1ccccc1C2=O,1.17,GREA,0.5
*Oc1ccccc1C(=O)Oc1cccc2c1C(=O)c1c(OC(=O)c3ccccc3Oc3nc(*)nc(N(CC)c4ccccc4)n3)cccc1C2=O,1.174,GREA,0.5
*Oc1ccccc1C(=O)Oc1ccccc1OC(=O)c1ccccc1Oc1nc(*)nc(N(CC)c2ccccc2)n1,1.2,GREA,0.5
*Oc1ccccc1C(=O)Oc1cccc(OC(=O)c2ccccc2Oc2nc(*)nc(N(CC)c3ccccc3)n2)c1,1.192,GREA,0.5
*Oc1ccccc1C(=O)Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(=O)c3ccccc3Oc3nc(*)nc(N(CC)c4ccccc4)n3)cc2)cc1,1.141,GREA,0.5
*Oc1ccccc1C(=O)Oc1ccc(OC(=O)c2ccccc2Oc2nc(*)nc(N(CC)c3ccccc3)n2)cc1,1.182,GREA,0.5
*Oc1ccccc1C(=O)OCCOC(=O)c1ccccc1Oc1nc(*)nc(N(CC)c2ccccc2)n1,1.116,GREA,0.5
*Oc1ccccc1C(=O)OCCOCCOC(=O)c1ccccc1Oc1nc(*)nc(N(CC)c2ccccc2)n1,1.122,GREA,0.5
*Oc1ccccc1C(=O)OCCOCCOCCOC(=O)c1ccccc1Oc1nc(*)nc(N(CC)c2ccccc2)n1,1.125,GREA,0.5
*Oc1ccc(C(C)(C)c2ccc(Oc3nc(*)nc(Oc4ccc([N+](=O)[O-])cc4)n3)cc2)cc1,1.133,GREA,0.5
*/C=C/c1ccc(N(C)CCOC(=O)Nc2ccc(C)c(NC(=O)OCCN(C)c3ccc(/C=C/C4=CC(=C(C#N)C#N)C=C(*)O4)s3)c2)s1,1.29,GREA,0.5
*OC(=O)Nc1ccc(C)c(NC(=O)OC2CCN(c3ccc(/C=C/C4=CC(=C(C#N)C#N)C=C(/C=C/c5ccc(N6CCC(*)CC6)s5)O4)s3)CC2)c1,1.28,GREA,0.5
*/C=C/c1ccc(/N=N/c2ccc(N(C)CCOC(=O)Nc3ccc(C)c(NC(=O)OCCN(C)c4ccc(/N=N/c5ccc(/C=C/C6=CC(=C(C#N)C#N)C=C(*)O6)cc5)cc4)c3)cc2)cc1,1.27,GREA,0.5
*Oc1cc2ccccc2cc1C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3cc4ccccc4cc3Oc3nc(*)nc(Nc4ccc5ccccc5c4)n3)cc2)cc1,1.19,GREA,0.5
*Oc1cc2ccccc2cc1C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc4ccccc4cc3Oc3nc(*)nc(Nc4ccc5ccccc5c4)n3)cc2)cc1,1.22,GREA,0.5
*Oc1cc2ccccc2cc1C(=O)Nc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cc4ccccc4cc3Oc3nc(*)nc(Nc4ccc5ccccc5c4)n3)cc2)cc1,1.21,GREA,0.5
*Oc1cc2ccccc2cc1C(=O)Nc1ccc(-c2ccc(NC(=O)c3cc4ccccc4cc3Oc3nc(*)nc(Nc4ccc5ccccc5c4)n3)cc2)cc1,1.19,GREA,0.5
*Oc1cc2ccccc2cc1C(=O)Nc1ccc(C)c(NC(=O)c2cc3ccccc3cc2Oc2nc(*)nc(Nc3ccc4ccccc4c3)n2)c1,1.15,GREA,0.5
*Oc1cc2ccccc2cc1C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc4ccccc4cc3Oc3nc(*)nc(Nc4ccc5ccccc5c4)n3)cc2)cc1,1.16,GREA,0.5
*Oc1cc2ccccc2cc1C(=O)Nc1ccc(NC(=O)c2cc3ccccc3cc2Oc2nc(*)nc(Nc3ccc4ccccc4c3)n2)cc1,1.19,GREA,0.5
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c1,1.2912137525,GREA,0.5
*Oc1ccc2cc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)ccc2c1,1.23,GREA,0.5
*Oc1ccc2cc(C(=O)Oc3ccc(C(C)(C)c4ccc(OC(=O)c5ccc6cc(Oc7nc(*)nc(N8CCN(C)CC8)n7)ccc6c5)cc4)cc3)ccc2c1,1.144,GREA,0.5
*Oc1ccc2cc(C(=O)Oc3ccc(S(=O)(=O)c4ccc(OC(=O)c5ccc6cc(Oc7nc(*)nc(N8CCN(C)CC8)n7)ccc6c5)cc4)cc3)ccc2c1,1.195,GREA,0.5
*Oc1ccc2cc(C(=O)Oc3ccc(OC(=O)c4ccc5cc(Oc6nc(*)nc(N7CCN(C)CC7)n6)ccc5c4)c4c3C(=O)c3ccccc3C4=O)ccc2c1,1.184,GREA,0.5
*Oc1ccc2cc(C(=O)Oc3ccc(C4(c5ccc(OC(=O)c6ccc7cc(Oc8nc(*)nc(N9CCN(C)CC9)n8)ccc7c6)cc5)OC(=O)c5ccccc54)cc3)ccc2c1,1.204,GREA,0.5
*Oc1ccc2cc(C(=O)Oc3ccccc3OC(=O)c3ccc4cc(Oc5nc(*)nc(N6CCN(C)CC6)n5)ccc4c3)ccc2c1,1.191,GREA,0.5
*Oc1ccc2cc(C(=O)Oc3cccc(OC(=O)c4ccc5cc(Oc6nc(*)nc(N7CCN(C)CC7)n6)ccc5c4)c3)ccc2c1,1.189,GREA,0.5
*Oc1ccc2cc(C(=O)OCCOC(=O)c3ccc4cc(Oc5nc(*)nc(N6CCN(C)CC6)n5)ccc4c3)ccc2c1,1.124,GREA,0.5
*Oc1ccc2cc(C(=O)Oc3ccc(C(C)(C)c4ccc(OC(=O)c5ccc6cc(Oc7nc(*)nc(N8CCN(C)CC8)n7)ccc6c5)c(C)c4)cc3C)ccc2c1,1.135,GREA,0.5
*Oc1ccc2cc(C(=O)Oc3cccc4c3C(=O)c3c(OC(=O)c5ccc6cc(Oc7nc(*)nc(N8CCN(C)CC8)n7)ccc6c5)cccc3C4=O)ccc2c1,1.188,GREA,0.5
*Oc1ccc2cc(C(=O)OCCOCCOC(=O)c3ccc4cc(Oc5nc(*)nc(N6CCN(C)CC6)n5)ccc4c3)ccc2c1,1.127,GREA,0.5
*Oc1ccc(-c2ccc(Oc3c(F)c(F)c(COC(c4cccc(C(OCc5c(F)c(F)c(*)c(F)c5F)(C(F)(F)F)C(F)(F)F)c4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)cc1,1.552,GREA,0.5
*Oc1c(F)c(F)c(COC(c2cccc(C(OCc3c(F)c(F)c(Oc4ccc(Cc5ccc(*)cc5)cc4)c(F)c3F)(C(F)(F)F)C(F)(F)F)c2)(C(F)(F)F)C(F)(F)F)c(F)c1F,1.548,GREA,0.5
*Oc1ccc(C(C)(C)c2ccc(Oc3c(F)c(F)c(COC(c4cccc(C(OCc5c(F)c(F)c(*)c(F)c5F)(C(F)(F)F)C(F)(F)F)c4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)cc1,1.535,GREA,0.5
*Oc1ccc(C(c2ccc(Oc3c(F)c(F)c(COC(c4cccc(C(OCc5c(F)c(F)c(*)c(F)c5F)(C(F)(F)F)C(F)(F)F)c4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.594,GREA,0.5
*/N=[SH]/*,2.3035,GREA,0.5
*c1cc(C)c(*)s1,1.45,GREA,0.5
*c1ccc2sc3ccc(-c4nc5cc(-c6ccc7[nH]c(*)nc7c6)ccc5[nH]4)cc3c2c1,1.2190286750000001,GREA,0.5
*Cc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc(*)ccc7[nH]6)cc5c4c3)nc2c1,1.221299471,GREA,0.5
*c1cc(CCCCCCCCCCCC)c(*)s1,1.05,GREA,0.5
*c1csc(*)c1,1.4,GREA,0.5
*c1cc(CCCCCCCCCC)c(*)s1,1.02,GREA,0.5
*c1cc(CCCCCC)c(*)s1,1.125,GREA,0.5
*c1cc(CCCCCCCC)c(*)s1,1.055,GREA,0.5
*c1sc(-c2cc(CCCCCCCC)c(*)s2)cc1CCCCCCCC,1.32,GREA,0.5
*c1ccc(-c2sc(-c3cc(CCCCCCCC)c(*)s3)cc2CCCCCCCC)s1,1.09,GREA,0.5
*c1cc(CCCC)c(*)s1,1.030704971,GREA,0.5
*/C=C/c1cc(OCCCCCCCCCCCC)c(*)s1,1.17,GREA,0.5
*c1ccc(-c2ccc(-c3ccc(*)s3)s2)[nH]1,1.55,GREA,0.5
*NCc1cc(C(=O)O)cc(CNc2nc(-c3csc(*)n3)cs2)c1N,1.56,GREA,0.5
*c1ccc(-c2ccc(*)n2C#Cc2ccc(CCCCCC)cc2)s1,1.23,GREA,0.5
*c1ccc(Sc2ccc(S(*)(=O)=O)cc2S(=O)(=O)O[Na])c(S(=O)(=O)O[Na])c1,1.66,GREA,0.5
*c1cc(OCCCCCCCCCC)c(-c2sc(-c3cc(/C=C/c4ccccc4)c(*)s3)cc2OCCCCCCCCCC)s1,0.23,GREA,0.5
*NCc1cc(S(=O)(=O)O)cc(CNc2nc(-c3csc(*)n3)cs2)c1N,1.58,GREA,0.5
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,1.267,GREA,0.5
*CCCCCC(=O)NCCOC(=O)CCCCC(=O)O*,1.155,GREA,0.5
*CCCCCC(=O)NCCOC(=O)c1ccc(C(=O)O*)cc1,1.1715,GREA,0.5
*CCCCCC(=O)NCCNC(=O)CCCCCOC(=O)CCCCC(=O)O*,1.175,GREA,0.5
*CCCCCC(=O)NCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O*)cc1,1.214,GREA,0.5
*CCCCCC(=O)NCCCCCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O*)cc1,1.147,GREA,0.5
*CCCCCC(=O)Nc1ccc(NC(=O)CCCCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,1.1565,GREA,0.5
*CCCCCC(=O)Nc1ccc(NC(=O)CCCCCOC(=O)CCCCC(=O)O*)cc1,1.12,GREA,0.5
